"billid","billname","firstname","lastname","state","primaryorco"
27,"BILLS-115hr651ih","nan","Lofgren","nan","Co"
28,"BILLS-115hr1447ih","nan","Cummings","nan","Primary"
28,"BILLS-115hr1447ih","nan","Meng","nan","Co"
28,"BILLS-115hr1447ih","nan","Scott","Virginia","Co"
28,"BILLS-115hr1447ih","nan","Norton","nan","Co"
29,"BILLS-115hr3239ih","nan","Taylor","nan","Primary"
29,"BILLS-115hr3239ih","nan","Schneider","nan","Co"
30,"BILLS-115s1328is","nan","Sensenbrenner","nan","Primary"
30,"BILLS-115s1328is","nan","Gallego","nan","Co"
30,"BILLS-115s1328is","Judy","Chu","California","Co"
30,"BILLS-115s1328is","nan","Moore","nan","Co"
30,"BILLS-115s1328is","nan","Dingell","nan","Co"
30,"BILLS-115s1328is","nan","Sherman","nan","Co"
30,"BILLS-115s1328is","nan","Rice","New York","Co"
30,"BILLS-115s1328is","nan","Kaptur","nan","Co"
30,"BILLS-115s1328is","Watson","Coleman","nan","Co"
30,"BILLS-115s1328is","nan","Davis","California","Co"
30,"BILLS-115s1328is","nan","Lipinski","nan","Co"
30,"BILLS-115s1328is","nan","Hultgren","nan","Co"
30,"BILLS-115s1328is","nan","DeFazio","nan","Co"
30,"BILLS-115s1328is","nan","Kind","nan","Co"
30,"BILLS-115s1328is","nan","Kelly","Illinois","Co"
30,"BILLS-115s1328is","nan","Messer","nan","Co"
30,"BILLS-115s1328is","nan","Pallone","nan","Co"
30,"BILLS-115s1328is","nan","McGovern","nan","Co"
30,"BILLS-115s1328is","nan","Hastings","nan","Co"
30,"BILLS-115s1328is","nan","Heck","nan","Co"
30,"BILLS-115s1328is","nan","LoBiondo","nan","Co"
30,"BILLS-115s1328is","nan","Conyers","nan","Co"
30,"BILLS-115s1328is","nan","Lewis","Georgia","Co"
30,"BILLS-115s1328is","nan","Cummings","nan","Co"
30,"BILLS-115s1328is","nan","Brownley","California","Co"
30,"BILLS-115s1328is","nan","Kildee","nan","Co"
30,"BILLS-115s1328is","nan","Foster","nan","Co"
30,"BILLS-115s1328is","nan","Veasey","nan","Co"
30,"BILLS-115s1328is","nan","Norton","nan","Co"
30,"BILLS-115s1328is","Sean P","Maloney","New York","Co"
30,"BILLS-115s1328is","nan","Sinema","nan","Co"
30,"BILLS-115s1328is","nan","Cohen","nan","Co"
30,"BILLS-115s1328is","nan","Scott","Virginia","Co"
30,"BILLS-115s1328is","nan","Beatty","nan","Co"
30,"BILLS-115s1328is","nan","Garamendi","nan","Co"
30,"BILLS-115s1328is","nan","Connolly","nan","Co"
30,"BILLS-115s1328is","nan","Payne","nan","Co"
30,"BILLS-115s1328is","nan","Cooper","nan","Co"
30,"BILLS-115s1328is","nan","Fitzpatrick","nan","Co"
30,"BILLS-115s1328is","nan","DeGette","nan","Co"
30,"BILLS-115s1328is","nan","Delaney","nan","Co"
30,"BILLS-115s1328is","nan","Curbelo","Florida","Co"
30,"BILLS-115s1328is","nan","Rush","nan","Co"
30,"BILLS-115s1328is","nan","Ruppersberger","nan","Co"
30,"BILLS-115s1328is","nan","Cicilline","nan","Co"
30,"BILLS-115s1328is","nan","Cole","nan","Co"
30,"BILLS-115s1328is","nan","Nadler","nan","Co"
30,"BILLS-115s1328is","Jackson","Lee","nan","Co"
30,"BILLS-115s1328is","nan","Johnson","Georgia","Co"
30,"BILLS-115s1328is","nan","Peters","nan","Co"
30,"BILLS-115s1328is","nan","Cartwright","nan","Co"
30,"BILLS-115s1328is","nan","Meeks","nan","Co"
30,"BILLS-115s1328is","nan","Slaughter","nan","Co"
30,"BILLS-115s1328is","nan","Esty","Connecticut","Co"
30,"BILLS-115s1328is","Carolyn B","Maloney","New York","Co"
30,"BILLS-115s1328is","nan","Clark","Massachusetts","Co"
30,"BILLS-115s1328is","nan","Huffman","nan","Co"
30,"BILLS-115s1328is","nan","Clyburn","nan","Co"
30,"BILLS-115s1328is","nan","Pingree","nan","Co"
30,"BILLS-115s1328is","David","Scott","Georgia","Co"
30,"BILLS-115s1328is","nan","Schiff","nan","Co"
30,"BILLS-115s1328is","nan","Costello","Pennsylvania","Co"
30,"BILLS-115s1328is","nan","Langevin","nan","Co"
30,"BILLS-115s1328is","nan","Higgins","New York","Co"
30,"BILLS-115s1328is","nan","Bonamici","nan","Co"
30,"BILLS-115s1328is","nan","Kuster","New Hampshire","Co"
31,"BILLS-115s1143is","nan","Kaine","nan","Primary"
31,"BILLS-115s1143is","Van","Hollen","nan","Co"
31,"BILLS-115s1143is","nan","Baldwin","nan","Co"
31,"BILLS-115s1143is","nan","Warren","nan","Co"
31,"BILLS-115s1143is","nan","Hassan","nan","Co"
31,"BILLS-115s1143is","nan","Leahy","nan","Co"
31,"BILLS-115s1143is","nan","Gillibrand","nan","Co"
31,"BILLS-115s1143is","nan","Wyden","nan","Co"
31,"BILLS-115s1143is","nan","Markey","nan","Co"
31,"BILLS-115s1143is","nan","Franken","nan","Co"
31,"BILLS-115s1143is","nan","Merkley","nan","Co"
31,"BILLS-115s1143is","nan","Booker","nan","Co"
31,"BILLS-115s1143is","nan","Blumenthal","nan","Co"
31,"BILLS-115s1143is","Cortez","Masto","nan","Co"
31,"BILLS-115s1143is","nan","Brown","nan","Co"
32,"BILLS-115hr2498ih","nan","Murray","nan","Primary"
32,"BILLS-115hr2498ih","nan","Blumenthal","nan","Co"
32,"BILLS-115hr2498ih","nan","Booker","nan","Co"
32,"BILLS-115hr2498ih","nan","Duckworth","nan","Co"
32,"BILLS-115hr2498ih","nan","Franken","nan","Co"
32,"BILLS-115hr2498ih","nan","Gillibrand","nan","Co"
32,"BILLS-115hr2498ih","nan","Hassan","nan","Co"
32,"BILLS-115hr2498ih","nan","Hirono","nan","Co"
32,"BILLS-115hr2498ih","nan","Markey","nan","Co"
32,"BILLS-115hr2498ih","nan","Menendez","nan","Co"
32,"BILLS-115hr2498ih","nan","Merkley","nan","Co"
32,"BILLS-115hr2498ih","nan","Shaheen","nan","Co"
32,"BILLS-115hr2498ih","nan","Warren","nan","Co"
32,"BILLS-115hr2498ih","nan","Wyden","nan","Co"
33,"BILLS-115hr4019ih","nan","Gottheimer","nan","Primary"
33,"BILLS-115hr4019ih","nan","Jeffries","nan","Co"
33,"BILLS-115hr4019ih","Judy","Chu","California","Co"
33,"BILLS-115hr4019ih","nan","Blumenauer","nan","Co"
33,"BILLS-115hr4019ih","nan","Swalwell","California","Co"
33,"BILLS-115hr4019ih","nan","Schakowsky","nan","Co"
33,"BILLS-115hr4019ih","nan","Tsongas","nan","Co"
33,"BILLS-115hr4019ih","Wasserman","Schultz","nan","Co"
33,"BILLS-115hr4019ih","nan","Peters","nan","Co"
33,"BILLS-115hr4019ih","Sean P","Maloney","New York","Co"
33,"BILLS-115hr4019ih","nan","Grijalva","nan","Co"
33,"BILLS-115hr4019ih","nan","Clarke","New York","Co"
33,"BILLS-115hr4019ih","nan","Davis","California","Co"
33,"BILLS-115hr4019ih","nan","Delaney","nan","Co"
33,"BILLS-115hr4019ih","nan","Polis","nan","Co"
33,"BILLS-115hr4019ih","nan","Cicilline","nan","Co"
33,"BILLS-115hr4019ih","nan","Sherman","nan","Co"
33,"BILLS-115hr4019ih","nan","Connolly","nan","Co"
33,"BILLS-115hr4019ih","nan","Speier","nan","Co"
33,"BILLS-115hr4019ih","nan","Norton","nan","Co"
33,"BILLS-115hr4019ih","nan","Cárdenas","nan","Co"
33,"BILLS-115hr4019ih","nan","Capuano","nan","Co"
33,"BILLS-115hr4019ih","nan","DelBene","nan","Co"
33,"BILLS-115hr4019ih","Watson","Coleman","nan","Co"
33,"BILLS-115hr4019ih","Ted","Lieu","California","Co"
33,"BILLS-115hr4019ih","nan","Lee","nan","Co"
33,"BILLS-115hr4019ih","nan","Langevin","nan","Co"
33,"BILLS-115hr4019ih","nan","Pingree","nan","Co"
33,"BILLS-115hr4019ih","nan","Himes","nan","Co"
33,"BILLS-115hr4019ih","nan","Adams","nan","Co"
33,"BILLS-115hr4019ih","nan","Pocan","nan","Co"
33,"BILLS-115hr4019ih","nan","Nadler","nan","Co"
33,"BILLS-115hr4019ih","nan","Lowenthal","nan","Co"
33,"BILLS-115hr4019ih","nan","Crowley","nan","Co"
33,"BILLS-115hr4019ih","nan","Lowey","nan","Co"
33,"BILLS-115hr4019ih","nan","Carson","Indiana","Co"
33,"BILLS-115hr4019ih","nan","Johnson","Georgia","Co"
33,"BILLS-115hr4019ih","nan","Quigley","nan","Co"
33,"BILLS-115hr4019ih","nan","Takano","nan","Co"
33,"BILLS-115hr4019ih","nan","Pascrell","nan","Co"
33,"BILLS-115hr4019ih","nan","Kildee","nan","Co"
33,"BILLS-115hr4019ih","nan","Meng","nan","Co"
33,"BILLS-115hr4019ih","nan","Brownley","California","Co"
33,"BILLS-115hr4019ih","nan","Schneider","nan","Co"
33,"BILLS-115hr4019ih","nan","Crist","nan","Co"
33,"BILLS-115hr4019ih","nan","Coffman","nan","Co"
34,"BILLS-115s1593is","Ted","Lieu","California","Primary"
34,"BILLS-115s1593is","nan","Curbelo","Florida","Co"
34,"BILLS-115s1593is","nan","Love","nan","Co"
34,"BILLS-115s1593is","Jackson","Lee","nan","Co"
35,"BILLS-115hres452ih","nan","Harris","nan","Primary"
35,"BILLS-115hres452ih","nan","Paul","nan","Co"
36,"BILLS-115hr6905ih","nan","DeSaulnier","nan","Primary"
36,"BILLS-115hr6905ih","nan","Lee","nan","Co"
37,"BILLS-115s1419is","nan","Thompson","Mississippi","Primary"
37,"BILLS-115s1419is","nan","nan","nan","Co"
38,"BILLS-115hr2978ih","nan","Leahy","nan","Primary"
38,"BILLS-115hr2978ih","nan","Durbin","nan","Co"
38,"BILLS-115hr2978ih","nan","Baldwin","nan","Co"
38,"BILLS-115hr2978ih","nan","Bennet","nan","Co"
38,"BILLS-115hr2978ih","nan","Blumenthal","nan","Co"
38,"BILLS-115hr2978ih","nan","Booker","nan","Co"
38,"BILLS-115hr2978ih","nan","Brown","nan","Co"
38,"BILLS-115hr2978ih","nan","Cantwell","nan","Co"
38,"BILLS-115hr2978ih","nan","Cardin","nan","Co"
38,"BILLS-115hr2978ih","nan","Carper","nan","Co"
38,"BILLS-115hr2978ih","nan","Casey","nan","Co"
38,"BILLS-115hr2978ih","nan","Coons","nan","Co"
38,"BILLS-115hr2978ih","Cortez","Masto","nan","Co"
38,"BILLS-115hr2978ih","nan","Donnelly","nan","Co"
38,"BILLS-115hr2978ih","nan","Duckworth","nan","Co"
38,"BILLS-115hr2978ih","nan","Feinstein","nan","Co"
38,"BILLS-115hr2978ih","nan","Franken","nan","Co"
38,"BILLS-115hr2978ih","nan","Gillibrand","nan","Co"
38,"BILLS-115hr2978ih","nan","Harris","nan","Co"
38,"BILLS-115hr2978ih","nan","Hassan","nan","Co"
38,"BILLS-115hr2978ih","nan","Heinrich","nan","Co"
38,"BILLS-115hr2978ih","nan","Heitkamp","nan","Co"
38,"BILLS-115hr2978ih","nan","Hirono","nan","Co"
38,"BILLS-115hr2978ih","nan","Kaine","nan","Co"
38,"BILLS-115hr2978ih","nan","King","nan","Co"
38,"BILLS-115hr2978ih","nan","Klobuchar","nan","Co"
38,"BILLS-115hr2978ih","nan","Markey","nan","Co"
38,"BILLS-115hr2978ih","nan","McCaskill","nan","Co"
38,"BILLS-115hr2978ih","nan","Menendez","nan","Co"
38,"BILLS-115hr2978ih","nan","Merkley","nan","Co"
38,"BILLS-115hr2978ih","nan","Murphy","nan","Co"
38,"BILLS-115hr2978ih","nan","Murray","nan","Co"
38,"BILLS-115hr2978ih","nan","Nelson","nan","Co"
38,"BILLS-115hr2978ih","nan","Peters","nan","Co"
38,"BILLS-115hr2978ih","nan","Reed","nan","Co"
38,"BILLS-115hr2978ih","nan","Sanders","nan","Co"
38,"BILLS-115hr2978ih","nan","Schatz","nan","Co"
38,"BILLS-115hr2978ih","nan","Schumer","nan","Co"
38,"BILLS-115hr2978ih","nan","Shaheen","nan","Co"
38,"BILLS-115hr2978ih","nan","Stabenow","nan","Co"
38,"BILLS-115hr2978ih","nan","Tester","nan","Co"
38,"BILLS-115hr2978ih","nan","Udall","nan","Co"
38,"BILLS-115hr2978ih","Van","Hollen","nan","Co"
38,"BILLS-115hr2978ih","nan","Warner","nan","Co"
38,"BILLS-115hr2978ih","nan","Warren","nan","Co"
38,"BILLS-115hr2978ih","nan","Whitehouse","nan","Co"
38,"BILLS-115hr2978ih","nan","Wyden","nan","Co"
39,"BILLS-115hconres78ih","nan","Sewell","Alabama","Primary"
39,"BILLS-115hconres78ih","Judy","Chu","California","Co"
39,"BILLS-115hconres78ih","Michelle L","Grisham","New Mexico","Co"
39,"BILLS-115hconres78ih","nan","Lewis","Georgia","Co"
39,"BILLS-115hconres78ih","nan","Clyburn","nan","Co"
39,"BILLS-115hconres78ih","nan","Pelosi","nan","Co"
39,"BILLS-115hconres78ih","nan","Conyers","nan","Co"
39,"BILLS-115hconres78ih","nan","Hoyer","nan","Co"
39,"BILLS-115hconres78ih","nan","Adams","nan","Co"
39,"BILLS-115hconres78ih","nan","Barragán","nan","Co"
39,"BILLS-115hconres78ih","nan","Bass","nan","Co"
39,"BILLS-115hconres78ih","nan","Beatty","nan","Co"
39,"BILLS-115hconres78ih","nan","Bera","nan","Co"
39,"BILLS-115hconres78ih","nan","Beyer","nan","Co"
39,"BILLS-115hconres78ih","nan","Bishop","Georgia","Co"
39,"BILLS-115hconres78ih","nan","Blumenauer","nan","Co"
39,"BILLS-115hconres78ih","Blunt","Rochester","nan","Co"
39,"BILLS-115hconres78ih","nan","Bonamici","nan","Co"
39,"BILLS-115hconres78ih","Brendan F","Boyle","Pennsylvania","Co"
39,"BILLS-115hconres78ih","nan","Brady","Pennsylvania","Co"
39,"BILLS-115hconres78ih","nan","Brown","Maryland","Co"
39,"BILLS-115hconres78ih","nan","Brownley","California","Co"
39,"BILLS-115hconres78ih","nan","Bustos","nan","Co"
39,"BILLS-115hconres78ih","nan","Butterfield","nan","Co"
39,"BILLS-115hconres78ih","nan","Capuano","nan","Co"
39,"BILLS-115hconres78ih","nan","Carbajal","nan","Co"
39,"BILLS-115hconres78ih","nan","Cárdenas","nan","Co"
39,"BILLS-115hconres78ih","nan","Carson","Indiana","Co"
39,"BILLS-115hconres78ih","nan","Cartwright","nan","Co"
39,"BILLS-115hconres78ih","nan","Castor","Florida","Co"
39,"BILLS-115hconres78ih","nan","Cicilline","nan","Co"
39,"BILLS-115hconres78ih","nan","Clark","Massachusetts","Co"
39,"BILLS-115hconres78ih","nan","Clarke","New York","Co"
39,"BILLS-115hconres78ih","nan","Clay","nan","Co"
39,"BILLS-115hconres78ih","nan","Cohen","nan","Co"
39,"BILLS-115hconres78ih","nan","Connolly","nan","Co"
39,"BILLS-115hconres78ih","nan","Costa","nan","Co"
39,"BILLS-115hconres78ih","nan","Crist","nan","Co"
39,"BILLS-115hconres78ih","nan","Crowley","nan","Co"
39,"BILLS-115hconres78ih","nan","Cummings","nan","Co"
39,"BILLS-115hconres78ih","Danny K","Davis","Illinois","Co"
39,"BILLS-115hconres78ih","nan","Davis","California","Co"
39,"BILLS-115hconres78ih","nan","DeFazio","nan","Co"
39,"BILLS-115hconres78ih","nan","DeGette","nan","Co"
39,"BILLS-115hconres78ih","nan","Delaney","nan","Co"
39,"BILLS-115hconres78ih","nan","DeLauro","nan","Co"
39,"BILLS-115hconres78ih","nan","DelBene","nan","Co"
39,"BILLS-115hconres78ih","nan","Demings","nan","Co"
39,"BILLS-115hconres78ih","nan","Deutch","nan","Co"
39,"BILLS-115hconres78ih","nan","Dingell","nan","Co"
39,"BILLS-115hconres78ih","Michael F","Doyle","Pennsylvania","Co"
39,"BILLS-115hconres78ih","nan","Ellison","nan","Co"
